移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2765800988,訪問介護　クローバーホーム　平野,06-6706-6000,06-6706-6000,547-0031,大阪市平野区平野南２丁目１－７　ロイヤルグレイブ平野６０１号室,有限会社　クローバーホーム,○,○,○,○,2012/09/01
2765801200,こころヘルパーステーション,06-4305-4117,06-4305-4147,547-0031,大阪市平野区平野南三丁目４番３１号　ハイツコーセー３番館１０５号,株式会社　優心,○,○,○,,2014/03/01
2765801150,ヘルパーステーションせいあい,06-4303-5679,06-4303-5679,547-0031,大阪市平野区平野南一丁目５番２５号　宝樹レジデンス３０９,株式会社せいあい,○,○,○,,2013/11/01
2765801606,訪問介護ケアホープ,06-7508-7174,06-7508-7174,547-0031,大阪市平野区平野南四丁目１番１９号　 ,合同会社ケアホープ,○,○,○,○,2018/02/01
2765801770,介護センターなのはな,06-4392-7903,06-4392-7904,547-0031,大阪市平野区平野南二丁目５番８－１０８号　 ,株式会社菜のはな,○,○,○,○,2019/11/01
2765802331,愛家訪問介護,080-3865-0407,06-7635-8686,547-0031,大阪市平野区平野南三丁目８番１６－１０３号　 ,関西ボイラー株式会社,○,○,○,○,2022/11/01
2765802448,ヘルパーステーションアムール,06-6796-8790,06-6796-8798,547-0031,大阪市平野区平野南三丁目６番１５号　 ,株式会社アムール,○,○,○,,2023/08/01
2765801523,スリーケアホームサービス流町,06-6700-7173,06-6700-7177,547-0032,大阪市平野区流町三丁目１８番６号　オデッサ流町１０２号,株式会社Ｓｕｌｌｉｖａｎ,○,○,○,○,2017/04/01
2765500364,佳楽訪問介護,072-998-8093,072-921-5851,547-0032,大阪市平野区流町一丁目７番５号　ユニボックス４０２号室,明宏合同会社,○,○,○,○,2020/10/01
2765802406,べてる訪問介護ステーション,06-6770-5546,06-6770-5546,547-0032,大阪市平野区流町三丁目１２番５号　アーバンコスモ１０３,株式会社エスメド医薬,○,○,○,○,2023/06/01
2765802810,ヘルパーステーションＬａｕｎａ,06-6771-3661,06-6771-3664,547-0032,大阪市平野区流町二丁目６番１号　 ,株式会社Ｌａｕｎａ,○,○,○,○,2026/06/01
2765800160,ハートヘルパーステーション,06-6703-6900,06-6703-0364,547-0032,大阪市平野区流町四丁目２番６号　,特定非営利活動法人　コムニタス,○,○,,,2008/09/01
2765802133,ヘルプセンター・エース,06-7897-3211,06-7893-7079,547-0033,大阪市平野区平野西五丁目７番２０号　マンション大和２Ｆ,一般社団法人エース,○,○,○,○,2021/10/01
2765800533,エルケア株式会社エルケアひらのケアセンター,06-6760-6093,06-6760-6094,547-0033,大阪市平野区平野西五丁目３番５号　アイエムタワー２０１号,エルケア　株式会社,○,○,○,○,2008/09/01
2765800681,ヘルパーステーションひだまり,06-4302-0500,06-4302-0501,547-0033,大阪市平野区平野西４－３－１　ミツダコーポ１階,株式会社　Ｈ＆Ｍ,○,○,○,○,2010/05/01
2765800715,ヘルパーステーション・ポラリス,06-7494-3599,06-7494-3600,547-0033,大阪市平野区平野西四丁目７番２３号　ＢＥＡＣＨ　ＢＬＤＧ．１Ｆ／Ｎ,株式会社　ＷＩＬＬ　ＣＡＲＥ,○,○,○,○,2011/01/01
2765800541,ヘルパーステーション羽ばたき,06-6708-3676,06-6708-3673,547-0033,大阪市平野区平野西四丁目３番１号　ミツダコーポ３０５号,株式会社　エテルノ,○,○,○,○,2008/09/01
2765800376,居宅介護　ひらの,06-6777-1539,06-6777-1570,547-0033,大阪市平野区平野西一丁目７番１０号　２Ｆ,有限会社　ひらの,○,○,,○,2008/09/01
2762300677,訪問介護つなぐ,06-6621-3266,06-6621-3267,547-0033,大阪市平野区平野西三丁目７番９号　 ,合同会社つなぐ,○,○,○,○,2017/08/01
2765801697,ヘルパーステーション　ワンライフ,06-7171-0405,06-7173-4832,547-0033,大阪市平野区平野西四丁目１０番１２号　 ,株式会社ライフケアネクスト,○,○,○,○,2018/12/01
2765802380,訪問介護　げんき,06-4305-3802,06-4305-3803,547-0033,大阪市平野区平野西三丁目９番７号　パークサイド東１０１号,合同会社Ｂｅｓｔ　Ｃｏｍｆｙ,○,○,○,○,2023/03/01
2765801366,音色,06-7494-8026,06-7505-6957,547-0033,大阪市平野区平野西三丁目６番１９号　２階,ＮＰＯ法人　オルト・クラブ,○,○,○,○,2015/05/01
2765800889,オレンジケアサービス,06-6705-8100,06-7653-0706,547-0034,大阪市平野区背戸口五丁目６番１７号　小谷ビル東館４階,株式会社　クリエイトオフィス,○,○,○,○,2011/11/01
2760800322,在宅ケアサービス　ソラスト平野,06-6760-5201,06-6760-5205,547-0034,大阪市平野区背戸口５丁目５番１３号２階　 ,株式会社　ソラスト,○,○,○,○,2008/09/01
2765802711,ＯＳ－ＰＬＡＹ,080-5318-3117,06-7635-7604,547-0034,大阪市平野区背戸口三丁目３番１５号　３０２号室,合同会社すまいる,○,○,○,○,2025/04/01
2765802760,つむぐ訪問介護ステーション,080-4413-2510, ,547-0034,大阪市平野区背戸口二丁目１３番４－２０２号　 ,株式会社芽生,○,○,○,○,2025/10/01
2764100364,ケア２１平野北,06-6702-5121,06-6702-5221,547-0035,大阪市平野区西脇一丁目１番２号　ミヤコ三愛ビル１Ｆ,株式会社　ケア２１,○,○,○,○,2012/03/01
2765800343,介護のつばさ,06-6797-3283,06-6797-3283,547-0035,大阪市平野区西脇一丁目８番２２号　,有限会社　つばさ,○,○,○,○,2008/09/01
2765800350,ハートメート在宅総合支援センター,06-6701-8668,06-6701-8654,547-0035,大阪市平野区西脇二丁目５番４号　 ,有限会社　ハートメート,○,○,○,○,2008/09/01
2765800392,ふるさぽーと平野店,06-4302-3770,06-4302-3771,547-0035,大阪市平野区西脇二丁目９番３４号　クロス９パーク神田１階,株式会社ふるさぽーと,○,,,,2008/09/01
2765802729,訪問介護センター自然のこころ,06-6718-5166,06-6718-5167,547-0035,大阪市平野区西脇一丁目２０番３号　 ,合同会社自然のこころ,○,○,○,○,2025/05/01
2762202048,ヘルパーステーションはじめちゃん,06-6711-0934,06-6711-0935,547-0035,大阪市平野区西脇三丁目１番３１号　 ,合同会社一,○,○,○,○,2022/03/01
2765802646,ナチュレ,06-6773-9581,06-6773-9582,547-0035,大阪市平野区西脇二丁目１１番２３号　アーバンパレス平野２０５号,株式会社Ｇｏｏｄ　Ｓｕｐｐｏｒｔ,○,○,○,○,2024/09/01
2765802570,ねこの樹,06-7494-3475,06-7494-3476,547-0035,大阪市平野区西脇四丁目１番３２号　 ,Ｃ’ｓ　ｆｏｒｅｓｔ合同会社,○,○,○,○,2024/04/01
2765800772,ニチイケアセンター平野北,06-6793-8344,06-6793-8363,547-0041,大阪市平野区平野北２丁目１４番６号　オオクラ医療複合ビル２階,株式会社ニチイ学館,○,○,○,○,2011/04/01
2765800251,アイルケア平野,06-6793-4880,06-6793-4881,547-0041,大阪市平野区平野北一丁目７番１８号　,有限会社　アイル,○,○,,○,2008/09/01
2765802430,ひまわりサービス平野店,06-6791-5300,06-6791-5305,547-0041,大阪市平野区平野北一丁目１０番３１号　 ,有限会社　ひまわりサービス,○,○,○,,2023/07/01
2760800793,ばんぺいゆ　訪問介護,06-7165-2101,06-7171-7632,547-0041,大阪市平野区平野北二丁目２番３４号　アエラス平野３０２,合同会社　恵愛,○,○,○,○,2014/07/01
2765802513,訪問介護　沙羅,06-7892-2712,06-7182-9962,547-0041,大阪市平野区平野北二丁目２番３４号　アエラス平野３０１号,株式会社ウォームハート,○,○,○,,2024/01/01
2765800624,ななケアサービス,06-6795-0677,06-6795-0677,547-0042,大阪市平野区平野市町２－９－１４　,株式会社　ななケアサービス,○,○,○,○,2009/04/01
2765801515,ケアステーションりんく,06-6796-6372,06-7893-6373,547-0042,大阪市平野区平野市町二丁目３番１８号　 ,株式会社ユニバーサルリンク,○,○,○,○,2017/04/01
2765802638,共同介護　Ｐｅａｃｅ,06-6718-6557,06-6718-6558,547-0042,大阪市平野区平野市町二丁目４番５号　 ,合同会社豊,○,○,○,○,2024/07/01
2765800855,介護センターかわむら,06-7502-1374,06-6793-3020,547-0043,大阪市平野区平野東二丁目１１番５９号（北棟）　 ,合同会社　川村,○,○,○,○,2011/11/01
2765801804,薫化舎支援センター平野,06-4305-7805,06-4305-7806,547-0043,大阪市平野区平野東二丁目２番２８号　 ,株式会社薫化舎ハイブリッドクラブ,,○,○,○,2020/03/01
2765802620,ベルホームケア,06-6793-8808,06-6793-8809,547-0043,大阪市平野区平野東四丁目３番１５号　 ,合同会社ｂｅｌｌｌｉｖｅｓ,○,○,○,○,2024/07/01
2765802109,井上クリニック訪問介護ステーション,06-6700-8802,06-6700-8801,547-0044,大阪市平野区平野本町四丁目１３番２号　 ,医療法人千わたの花,○,○,○,,2021/05/01
2765800103,ケアステーション介護の森,06-4303-6600,06-4303-6601,547-0044,大阪市平野区平野本町二丁目１０番１８号　田口ビル２階,株式会社　リンクス,○,○,○,○,2008/09/01
2765800459,ほっと・ステーション平野,06-6794-4649,06-6794-2511,547-0044,大阪市平野区平野本町四丁目１１番２９号　 ,有限会社　ほっと・ステーション,○,○,○,○,2008/09/01
2765802067,訪問介護あっぱれ,06-4303-3631,06-4303-3632,547-0044,大阪市平野区平野本町四丁目１１番８号　 ,株式会社介護ステーション菜の花,○,○,○,○,2020/12/01
2765802588,デジタルワークス平野,06-6795-2005,06-6795-1981,547-0044,大阪市平野区平野本町一丁目１６番１２号　 ,デジタルワークス株式会社,○,○,○,,2024/05/01
2765800962,ヘルパーステーション　スマイルハート,06-6794-4111,06-6794-4111,547-0045,大阪市平野区平野上町１丁目２番２０号　,株式会社　スマイルハート,○,○,○,○,2012/08/01
2765802232,ヘルパーステーション　ファイン,06-6795-6700,06-6795-6705,547-0045,大阪市平野区平野上町一丁目６番５－１０１号　 ,株式会社ｆｉｎａｌｌｙ,○,○,○,○,2022/05/01
2765802562,ヘルパーステーションハル,06-6757-0789,06-6757-0789,547-0045,大阪市平野区平野上町一丁目１２番２５号　コーポ平野上町１０１号,株式会社ＨＡＲＵ,○,○,○,○,2024/03/01
2765800152,ヘルプセンターぽっぷ,06-6793-4355,06-6793-4363,547-0046,大阪市平野区平野宮町一丁目５番５－１７１号　,特定非営利活動法人　Ｊ－ｐａｌ,○,○,○,○,2008/09/01
2765802794,デジタルワークス平野駅前,06-6795-4425,06-6105-4519,547-0047,大阪市平野区平野元町５番８号　 ,デジタルワークス株式会社,○,○,○,,2026/05/01
2760800389,地域生活支援センターハーモニー,06-4302-4073,06-4302-4074,547-0048,大阪市平野区平野馬場一丁目１２番４号　 ,社会福祉法人　今川学園,○,○,○,○,2008/09/01
2763301146,ぼうし介護サ―ビス,06-6585-7363,06-6585-9111,557-0001,大阪市西成区山王３丁目１０番１７号　,株式会社　心介護サービス,○,○,○,○,2012/03/01
2763301369,ヘルパーステーションスカイ,06-6630-6717,06-6630-6717,557-0001,大阪市西成区山王２丁目６番１４号　,株式会社スタイル,○,○,○,○,2013/04/01
2763301963,訪問介護　みず,06-6648-0155,06-6648-0156,557-0001,大阪市西成区山王二丁目１０番１５号　 ,合同会社　みず,○,○,○,○,2016/08/01
2763302243,ヘルパーステーションゆきえ,06-6647-1177,06-6647-1178,557-0001,大阪市西成区山王一丁目１４番１４号　 ,合同会社幸,○,○,○,○,2018/04/01
2763302946,訪問介護ハル,06-6630-9700,06-6630-9701,557-0001,大阪市西成区山王二丁目１２番６号　大新ビルⅡ　Ｃ１,合同会社ハル,○,○,○,○,2020/12/01
2763303118,訪問介護やひろ,06-6641-8811,06-6641-8812,557-0001,大阪市西成区山王二丁目１１番３号　モンテ山王１０１号,株式会社やひろ,○,○,○,○,2021/11/01
2763303464,介護サービス　うさぎ,06-6585-7094,06-6585-7094,557-0001,大阪市西成区山王二丁目７番７号　 ,合同会社うさぎ,○,○,○,○,2023/06/01
2763303779,光希介護ステーション,06-6556-9257,06-6556-9259,557-0001,大阪市西成区山王三丁目１６番２５号　エスポワール山王１０２号,株式会社光希,○,○,○,○,2025/04/01
2763303787,ヘルパーステーションこかげ,06-6760-4238,06-6760-4926,557-0001,大阪市西成区山王三丁目１４番１０号　リバープラザ山王１０１号,株式会社フジマサ,○,○,○,○,2025/04/01
2763300452,有限会社フローレンス,06-6632-3207,06-6632-3227,557-0002,大阪市西成区太子一丁目５番３号　,有限会社　フローレンス,○,○,○,○,2008/09/01
2763302870,介護ステーションシオン,06-6695-7568,06-6695-7569,557-0002,大阪市西成区太子一丁目１５番１４号　 ,合同会社シオン,○,○,○,○,2020/07/01
2763303274,うさかめ介護ヘルプセンター,06-6631-7369,06-6631-7369,557-0002,大阪市西成区太子一丁目１１番１号　 ,Ｒ＆Ｔ株式会社,○,○,○,○,2022/07/01
2763303431,クローバー,06-7650-5901,06-7650-5901,557-0002,大阪市西成区太子一丁目１番１８号　ワカバビル２階,株式会社ＭＢ,○,○,○,○,2023/05/01
2763303555,訪問介護はりま,06-7177-2166,06-7177-2166,557-0002,大阪市西成区太子一丁目１３番２８号　 ,合同会社播磨,○,○,○,○,2024/03/01
2763302490,訪問介護ステーションえまる,06-6568-9638,06-6568-9639,557-0003,大阪市西成区天下茶屋北二丁目８番７号　 ,株式会社　ケアハピネス,○,○,○,,2019/06/01
2763300957,アイリー介護サービス,06-6631-0015,06-6631-0215,557-0004,大阪市西成区萩之茶屋２－１０－６　,アイリーライフ　株式会社,○,○,○,○,2010/11/01
2763301195,ケア２１新今宮,06-6631-2521,06-6631-2621,557-0004,大阪市西成区萩之茶屋１丁目１番１１号　グリ―ンハウス２階２０１号室,株式会社　ケア２１,○,○,○,○,2012/05/01
2763301112,エリー介護サービス,06-6632-3550,06-6632-3550,557-0004,大阪市西成区萩之茶屋１丁目１２番１３号　,合同会社　エリー,○,○,○,○,2011/12/01
